location,Базель,Базель,Базель,Базель
lat,47.54694,47.54694,47.54694,47.54694
lon,7.56892,7.56892,7.56892,7.56892
asl,283.697,283.697,283.697,283.697
variable,Temperature,Relative Humidity,Wind Speed,Wind Direction
unit,°C,%,km/h,°
level,2 m elevation corrected,2 m,10 m,10 m
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Базель Temperature [2 m elevation corrected],Базель Relative Humidity [2 m],Базель Wind Speed [10 m],Базель Wind Direction [10 m]
20220525T0400,12.310529,64.0,2.968636,194.03624
20220525T0500,12.130529,65.0,1.4399999,180.0
20220525T0600,12.660529,64.0,0.0,180.0
20220525T0700,13.970529,60.0,1.8,306.8699
20220525T0800,15.870529,55.0,2.8116899,320.19443
20220525T0900,17.580528,48.0,4.3349743,355.23636
20220525T1000,18.87053,43.0,3.8773184,338.1986
20220525T1100,19.29053,42.0,4.3349743,318.36646
20220525T1200,19.95053,41.0,5.8603754,312.51044
20220525T1300,21.12053,39.0,9.659814,333.43497
20220525T1400,21.330528,38.0,8.942214,319.8991
20220525T1500,22.030529,37.0,9.0,306.8699
20220525T1600,22.32053,36.0,10.630672,298.30078
20220525T1700,22.15053,36.0,13.708391,293.1986
20220525T1800,21.65053,35.0,15.034041,286.69925
20220525T1900,20.79053,40.0,13.202726,281.00354
20220525T2000,19.270529,48.0,11.901798,273.46823
20220525T2100,17.97053,52.0,10.948973,260.5377
20220525T2200,17.07053,54.0,9.107359,251.56506
20220525T2300,15.920529,58.0,7.2,216.8699
20220526T0000,14.370529,64.0,9.0,196.26021
20220526T0100,13.310529,66.0,8.825508,191.7683
20220526T0200,12.740529,65.0,9.255571,193.49573
20220526T0300,11.820529,67.0,9.0,196.26021
20220526T0400,11.320529,66.0,8.825508,191.7683
20220526T0500,11.080529,65.0,9.3876505,184.39871
20220526T0600,12.230529,65.0,6.519877,173.6598
20220526T0700,14.760529,60.0,2.1897945,170.53767
20220526T0800,17.40053,54.0,3.8773184,291.8014
20220526T0900,19.490528,45.0,10.041354,284.53445
20220526T1000,20.57053,42.0,13.363711,274.63547
20220526T1100,21.70053,39.0,15.745627,280.53918
20220526T1200,22.40053,41.0,17.76081,287.70044
20220526T1300,22.000528,43.0,16.055353,289.6538
20220526T1400,22.38053,43.0,16.267857,294.8637
20220526T1500,21.87053,46.0,15.646544,293.0255
20220526T1600,22.530529,45.0,14.654254,297.8241
20220526T1700,22.520529,46.0,12.4811535,303.23172
20220526T1800,22.190529,47.0,11.808878,307.5686
20220526T1900,21.440529,48.0,9.957108,310.60132
20220526T2000,20.32053,51.0,9.387651,302.4712
20220526T2100,18.760529,59.0,6.8399997,270.0
20220526T2200,17.54053,62.0,7.928177,230.52754
20220526T2300,16.71053,63.0,8.913181,223.36343
20220527T0000,15.690529,67.0,8.209263,217.87498
20220527T0100,14.610529,70.0,8.209263,195.25513
20220527T0200,13.810529,71.0,8.4042845,189.86581
20220527T0300,13.260529,71.0,7.2805495,188.53076
20220527T0400,12.910529,71.0,6.9899354,191.88866
20220527T0500,12.980529,70.0,7.771331,193.3925
20220527T0600,14.280529,70.0,5.1544156,192.09476
20220527T0700,17.080528,65.0,5.4477882,277.59464
20220527T0800,19.05053,61.0,9.028754,293.49857
20220527T0900,20.55053,55.0,12.0694,287.35403
20220527T1000,21.750528,51.0,17.377226,283.17255
20220527T1100,22.71053,49.0,20.523157,285.25513
20220527T1200,23.410528,44.0,22.884789,289.29004
20220527T1300,22.20053,46.0,21.096123,295.25317
20220527T1400,22.72053,45.0,21.096123,295.25317
20220527T1500,22.98053,44.0,20.291357,295.20114
20220527T1600,23.20053,43.0,17.388409,297.09555
20220527T1700,23.13053,44.0,17.174677,303.02386
20220527T1800,22.30053,48.0,16.78156,324.60522
20220527T1900,21.45053,52.0,15.905319,354.8056
20220527T2000,19.80053,59.0,15.629972,7.943466
20220527T2100,18.860529,63.0,12.964998,1.5911255
20220527T2200,18.160528,62.0,13.084402,352.09283
20220527T2300,17.15053,66.0,10.587917,342.18112
20220528T0000,16.440529,67.0,8.089993,339.14557
20220528T0100,15.580529,70.0,7.5942082,328.57043
20220528T0200,13.670529,78.0,9.19939,329.42078
20220528T0300,11.610529,79.0,11.298495,329.34933
20220528T0400,12.020529,70.0,10.239453,349.87534
20220528T0500,11.350529,67.0,7.5942073,5.440323
20220528T0600,11.010529,67.0,6.725354,344.4759
20220528T0700,11.940529,63.0,6.696387,323.74615
20220528T0800,13.450529,56.0,7.729527,332.24146
20220528T0900,15.380529,47.0,7.5170207,343.30075
20220528T1000,16.70053,41.0,7.928178,2.6025543
20220528T1100,17.690529,37.0,8.905908,14.03624
20220528T1200,18.48053,34.0,10.483357,15.945404
20220528T1300,18.80053,33.0,18.751125,3.3018646
20220528T1400,18.670528,30.0,20.172853,2.045395
20220528T1500,18.45053,31.0,21.26744,2.910843
20220528T1600,18.62053,31.0,18.94024,8.74614
20220528T1700,19.170528,31.0,16.946787,12.2647705
20220528T1800,18.71053,33.0,18.64369,10.00798
20220528T1900,17.80053,39.0,18.94024,8.74614
20220528T2000,15.970529,48.0,18.129137,6.8427734
20220528T2100,14.430529,52.0,15.226764,6.7889557
20220528T2200,13.880529,53.0,11.183201,3.6913757
20220528T2300,13.190529,54.0,7.928178,357.39746
20220529T0000,12.540529,57.0,4.072935,315.0
20220529T0100,12.240529,58.0,3.96,270.0
20220529T0200,11.840529,59.0,4.0249224,280.30487
20220529T0300,10.690529,63.0,7.10031,300.46555
20220529T0400,9.240529,69.0,8.534353,297.64597
20220529T0500,8.230529,71.0,9.19939,300.57922
20220529T0600,8.010529,69.0,9.387651,302.4712
20220529T0700,9.110529,64.0,11.480557,318.8141
20220529T0800,10.180529,59.0,14.88242,327.84772
20220529T0900,12.540529,53.0,16.42247,333.99664
20220529T1000,14.430529,46.0,18.25026,345.1414
20220529T1100,15.650529,43.0,18.888851,352.3332
20220529T1200,16.660528,38.0,18.359999,360.0
20220529T1300,16.29053,42.0,19.602652,7.386017
20220529T1400,16.770529,39.0,15.629971,14.676376
20220529T1500,17.20053,37.0,11.435313,28.178574
20220529T1600,17.360529,35.0,9.793059,53.97262
20220529T1700,17.180529,35.0,11.165805,88.15238
20220529T1800,16.590528,36.0,11.966953,96.911224
20220529T1900,15.950529,37.0,10.853866,95.71059
20220529T2000,15.130529,40.0,9.826088,98.42697
20220529T2100,14.470529,45.0,9.178235,101.30993
20220529T2200,13.350529,52.0,9.114471,99.09027
20220529T2300,11.690529,59.0,9.885262,100.49147
20220530T0000,10.180529,63.0,8.287822,92.48955
20220530T0100,8.8005295,67.0,4.6938252,94.398705
20220530T0200,7.8305287,71.0,2.3051248,128.6598
20220530T0300,7.0705285,73.0,2.3051248,128.6598
20220530T0400,6.2605286,76.0,1.484318,104.03624
20220530T0500,5.7405286,78.0,0.8049845,63.43495
20220530T0600,6.3405285,75.0,1.609969,296.56506
20220530T0700,8.020529,67.0,1.8,270.0
20220530T0800,9.980529,60.0,2.16,360.0
20220530T0900,12.410529,54.0,4.39436,34.99202
20220530T1000,14.540529,49.0,6.28713,23.629364
20220530T1100,16.20053,39.0,5.154415,24.775131
20220530T1200,17.500528,33.0,4.8433046,41.987198
20220530T1300,18.88053,29.0,5.04,360.0
20220530T1400,19.65053,27.0,3.7585104,16.69925
20220530T1500,20.100529,26.0,2.0991426,30.963745
20220530T1600,20.340528,26.0,2.5959969,33.690063
20220530T1700,20.270529,25.0,3.8939953,33.690063
20220530T1800,19.97053,26.0,5.8603754,47.489548
20220530T1900,19.520529,27.0,6.4096174,51.842773
20220530T2000,18.72053,30.0,6.4096174,51.842773
20220530T2100,17.360529,40.0,3.6179552,84.289406
20220530T2200,15.750529,47.0,5.8603754,137.48955
20220530T2300,14.260529,53.0,5.315336,151.69923
20220531T0000,13.560529,57.0,4.6800003,112.61986
20220531T0100,12.870529,60.0,6.725354,105.5241
20220531T0200,12.320529,60.0,7.69592,100.784294
20220531T0300,11.3005295,63.0,7.9526596,95.19443
20220531T0400,10.160529,66.0,7.92,89.99999
20220531T0500,10.420529,64.0,6.379216,106.38954
20220531T0600,11.230529,62.0,3.96,89.99999
20220531T0700,12.870529,59.0,6.130579,93.366455
20220531T0800,15.570529,52.0,2.2768397,108.434944
20220531T0900,18.14053,48.0,5.0142193,291.0375
20220531T1000,20.670528,41.0,10.587917,287.8189
20220531T1100,22.090528,35.0,15.546833,275.31454
20220531T1200,22.88053,35.0,18.175545,277.9696
20220531T1300,23.20053,35.0,25.6233,265.97174
20220531T1400,23.430529,34.0,25.323128,255.17352
20220531T1500,22.63053,31.0,23.73271,247.71442
20220531T1600,23.250528,26.0,24.149532,259.69516
20220531T1700,23.04053,32.0,23.441502,259.38034
20220531T1800,22.080528,38.0,22.45315,257.96942
20220531T1900,21.15053,41.0,18.129137,263.15723
20220531T2000,19.860529,45.0,11.269782,243.43495
20220531T2100,17.670528,57.0,11.841756,199.53665
20220531T2200,15.190529,76.0,11.043261,199.0256
20220531T2300,13.230529,82.0,7.9932976,187.76517
20220601T0000,11.8005295,83.0,5.8603754,169.38034
20220601T0100,10.440529,83.0,5.692099,145.30484
20220601T0200,10.820529,75.0,6.489992,146.30994
20220601T0300,11.100529,71.0,6.3690495,132.70938
20220601T0400,11.200529,78.0,7.42159,112.83366
20220601T0500,10.580529,84.0,8.311245,107.650116
20220601T0600,11.390529,78.0,8.473393,102.26477
20220601T0700,14.460529,70.0,11.177405,104.93142
20220601T0800,17.72053,63.0,10.587917,107.818886
20220601T0900,20.81053,51.0,3.8773184,158.1986
20220601T1000,22.830528,38.0,5.3517847,250.34618
20220601T1100,23.32053,35.0,8.4042845,260.1342
20220601T1200,23.600529,35.0,15.111424,257.61926
20220601T1300,22.100529,42.0,15.111424,257.61926
20220601T1400,21.81053,43.0,8.287822,272.48956
20220601T1500,22.64053,38.0,13.339445,266.90594
20220601T1600,23.100529,37.0,14.345898,252.47443
20220601T1700,22.47053,42.0,16.870138,219.80557
20220601T1800,20.340528,65.0,18.72,180.0
20220601T1900,21.23053,63.0,12.24,180.0
20220601T2000,20.930529,62.0,6.763786,154.79887
20220601T2100,19.29053,70.0,11.298495,112.47943
20220601T2200,17.500528,81.0,11.165805,110.772255
20220601T2300,16.95053,83.0,9.83268,113.7495
20220602T0000,16.590528,85.0,10.30883,114.77514
20220602T0100,16.190529,87.0,8.891344,111.37062
20220602T0200,14.720529,92.0,8.78872,55.007973
20220602T0300,13.980529,91.0,4.32,360.0
20220602T0400,12.980529,91.0,6.130579,273.36646
20220602T0500,12.240529,90.0,7.69592,259.2157
20220602T0600,13.210529,77.0,4.5536795,251.56506
20220602T0700,14.650529,71.0,2.8799999,180.0
20220602T0800,16.830528,72.0,5.1919937,123.69006
20220602T0900,19.750528,66.0,11.183201,93.69138
20220602T1000,22.05053,59.0,11.659777,98.88065
20220602T1100,24.110529,54.0,11.013882,101.30993
20220602T1200,25.63053,47.0,7.9932976,97.76516
20220602T1300,23.440529,51.0,11.841756,109.53665
20220602T1400,24.510529,50.0,13.450708,105.5241
20220602T1500,25.090528,48.0,10.805999,91.90914
20220602T1600,25.46053,48.0,10.823973,86.18592
20220602T1700,25.580528,48.0,11.885453,91.7357
20220602T1800,25.47053,50.0,12.849528,101.30993
20220602T1900,24.930529,53.0,13.556282,100.71312
20220602T2000,23.750528,58.0,13.441071,97.696045
20220602T2100,21.87053,64.0,13.627795,102.20047
20220602T2200,20.38053,69.0,11.720751,100.61965
20220602T2300,18.990528,74.0,7.208994,92.862404
20220603T0000,18.05053,79.0,2.4149535,153.43495
20220603T0100,18.39053,78.0,8.049845,206.56505
20220603T0200,17.62053,80.0,10.630672,118.30075
20220603T0300,17.05053,83.0,8.891343,148.24051
20220603T0400,17.15053,83.0,5.0911684,135.0
20220603T0500,16.410528,88.0,4.6938252,94.398705
20220603T0600,17.06053,87.0,4.896529,72.89727
20220603T0700,19.06053,78.0,2.9024127,60.25511
20220603T0800,20.600529,71.0,0.0,180.0
20220603T0900,22.71053,65.0,4.0249224,100.30484
20220603T1000,25.23053,55.0,9.826088,81.57303
20220603T1100,26.20053,48.0,10.853866,84.289406
20220603T1200,26.15053,48.0,7.208994,87.137596
20220603T1300,28.000528,43.0,6.162207,96.70984
20220603T1400,27.260529,45.0,5.5887027,255.06857
20220603T1500,23.20053,61.0,16.1198,209.42746
20220603T1600,21.88053,63.0,22.608458,217.23483
20220603T1700,23.38053,55.0,18.079027,192.65256
20220603T1800,23.65053,54.0,11.183201,183.69139
20220603T1900,23.73053,53.0,7.5942073,174.55966
20220603T2000,22.64053,56.0,5.991594,147.26477
20220603T2100,21.20053,63.0,8.373386,115.46334
20220603T2200,18.82053,71.0,9.19939,120.57922
20220603T2300,17.770529,71.0,6.1305785,139.76364
20220604T0000,17.930529,67.0,5.0911684,135.0
20220604T0100,18.38053,65.0,4.8965297,126.027374
20220604T0200,18.37053,67.0,5.3517847,109.653824
20220604T0300,17.690529,72.0,7.42159,104.03624
20220604T0400,17.15053,74.0,8.854829,116.56505
20220604T0500,17.14053,76.0,10.144082,117.474434
20220604T0600,17.500528,77.0,7.2359104,95.71059
20220604T0700,19.240528,73.0,4.6800003,67.380135
20220604T0800,21.56053,63.0,2.0991426,30.963745
20220604T0900,23.46053,54.0,2.8799999,360.0
20220604T1000,25.07053,47.0,3.671294,78.69006
20220604T1100,26.62053,42.0,4.802999,102.99461
20220604T1200,27.89053,40.0,3.2599385,96.34019
20220604T1300,28.64053,42.0,7.0911775,23.962494
20220604T1400,29.170528,41.0,7.342588,11.309921
20220604T1500,29.32053,41.0,6.830519,18.434952
20220604T1600,29.39053,41.0,5.8603754,42.510437
20220604T1700,29.410528,42.0,9.3876505,94.398705
20220604T1800,29.14053,43.0,16.071491,105.59281
20220604T1900,28.420528,45.0,16.343367,97.59464
20220604T2000,27.04053,50.0,15.876775,93.9005
20220604T2100,25.020529,58.0,15.188415,95.44032
20220604T2200,23.39053,63.0,15.379206,110.556046
20220604T2300,22.330528,66.0,18.532133,114.07549
20220605T0000,21.740528,66.0,20.291357,115.201126
20220605T0100,20.90053,68.0,17.238699,118.70595
20220605T0200,20.37053,70.0,9.107359,108.434944
20220605T0300,19.56053,75.0,10.703569,132.27368
20220605T0400,19.07053,81.0,4.8433046,131.98721
20220605T0500,18.63053,85.0,7.0911775,113.96249
20220605T0600,19.330528,81.0,4.6938252,85.60129
20220605T0700,20.81053,78.0,8.287822,304.38034
20220605T0800,23.21053,63.0,16.039202,279.0395
20220605T0900,24.330528,57.0,17.698677,274.66687
20220605T1000,25.850529,49.0,17.462784,261.70285
20220605T1100,26.830528,44.0,19.469976,266.8202
20220605T1200,27.520529,43.0,22.392462,274.61066
20220605T1300,21.07053,69.0,19.35314,279.63754
20220605T1400,21.89053,64.0,21.434364,277.72183
20220605T1500,22.910528,58.0,16.981165,265.1355
20220605T1600,24.05053,53.0,15.034041,253.30075
20220605T1700,23.64053,52.0,16.055353,250.34618
20220605T1800,23.70053,51.0,18.861387,256.75946
20220605T1900,22.840528,53.0,19.09358,267.83893
20220605T2000,21.72053,57.0,13.441071,277.69604
20220605T2100,20.080528,63.0,11.159999,270.0
20220605T2200,18.64053,67.0,10.799999,233.1301
20220605T2300,17.32053,71.0,10.630672,208.30077
20220606T0000,16.270529,74.0,9.779817,186.3402
20220606T0100,15.360529,76.0,9.028754,175.42609
20220606T0200,14.790529,78.0,8.759178,170.53767
20220606T0300,14.670529,77.0,7.342588,168.69006
20220606T0400,15.360529,75.0,5.8603754,169.38034
20220606T0500,15.070529,78.0,6.130579,183.36646
20220606T0600,16.090528,74.0,4.896529,197.10272
20220606T0700,18.990528,62.0,12.979984,266.8202
20220606T0800,19.520529,58.0,18.36353,268.8767
20220606T0900,20.350529,56.0,17.28,270.0
20220606T1000,21.330528,53.0,15.905319,275.19443
20220606T1100,22.30053,48.0,17.64,270.0
20220606T1200,23.240528,44.0,18.0,270.0
20220606T1300,22.63053,49.0,12.599999,270.0
20220606T1400,23.07053,48.0,11.874544,255.96376
20220606T1500,23.330528,47.0,11.212135,275.52753
20220606T1600,23.430529,46.0,12.015589,261.38434
20220606T1700,23.63053,46.0,10.739833,256.42957
20220606T1800,23.930529,44.0,10.308831,257.90524
20220606T1900,23.160528,47.0,10.1376915,263.8845
20220606T2000,22.440529,51.0,6.489992,273.17984
20220606T2100,21.690529,55.0,2.0991426,239.03624
20220606T2200,21.04053,62.0,4.5536795,161.56505
20220606T2300,20.020529,71.0,6.162207,173.29016
20220607T0000,19.180529,74.0,4.896529,197.10272
20220607T0100,18.330528,77.0,4.1046314,217.87498
20220607T0200,17.490528,73.0,14.773164,226.97495
20220607T0300,15.470529,86.0,12.496718,228.50352
20220607T0400,15.270529,86.0,11.298495,247.52057
20220607T0500,14.340529,92.0,13.363711,265.36453
20220607T0600,14.680529,90.0,7.10031,210.46555
20220607T0700,16.32053,82.0,5.3517847,199.65382
20220607T0800,17.39053,78.0,5.8603754,222.51045
20220607T0900,17.990528,72.0,7.92,270.0
20220607T1000,17.360529,77.0,6.924738,278.97263
20220607T1100,17.180529,78.0,2.4149535,296.56506
20220607T1200,17.510529,76.0,1.1384199,161.56505
20220607T1300,19.46053,60.0,18.584509,261.08508
20220607T1400,20.920528,54.0,18.089775,264.28943
20220607T1500,20.47053,55.0,18.733839,267.7974
20220607T1600,20.64053,54.0,16.56,270.0
20220607T1700,20.96053,53.0,13.698934,266.9872
20220607T1800,20.280529,53.0,14.404499,268.5679
20220607T1900,19.98053,53.0,14.044615,268.5312
20220607T2000,19.110529,56.0,9.0,270.0
20220607T2100,18.010529,60.0,2.6208394,254.0546
20220607T2200,16.610529,64.0,6.9899354,168.11134
20220607T2300,15.240529,70.0,7.10031,149.53445
20220608T0000,14.640529,65.0,6.638072,130.60129
20220608T0100,14.470529,59.0,5.6002855,135.0
20220608T0200,14.330529,58.0,6.1094027,135.0
20220608T0300,14.030529,61.0,6.1305785,130.23636
20220608T0400,13.570529,62.0,7.10031,120.465546
20220608T0500,12.830529,65.0,6.6087217,119.35774
20220608T0600,12.850529,70.0,7.072878,104.74355
20220608T0700,15.580529,68.0,9.028754,113.498566
20220608T0800,18.80053,58.0,7.145796,130.91438
20220608T0900,20.840528,46.0,2.9024127,172.87498
20220608T1000,22.23053,41.0,3.0758414,249.44395
20220608T1100,22.490528,40.0,9.746631,274.2364
20220608T1200,21.22053,48.0,24.216522,281.14288
20220608T1300,18.830528,55.0,30.49818,277.46057
20220608T1400,17.340528,69.0,18.129137,276.84277
20220608T1500,16.690529,78.0,5.6233797,230.19443
20220608T1600,18.580528,66.0,8.759178,189.46233
20220608T1700,18.240528,69.0,20.008356,278.2759
20220608T1800,18.000528,69.0,20.16,270.0
20220608T1900,17.420528,69.0,20.172853,267.9546
20220608T2000,16.750528,71.0,14.77755,267.2073
20220608T2100,16.080528,75.0,9.346143,254.35776
20220608T2200,15.610529,76.0,7.386582,226.97495
20220608T2300,15.380529,73.0,7.928177,230.52754
20220609T0000,15.000529,72.0,7.7043357,232.59465
20220609T0100,14.240529,76.0,6.9247384,207.89728
20220609T0200,14.270529,76.0,5.506941,258.69006
20220609T0300,13.850529,82.0,10.30883,294.77515
20220609T0400,13.450529,89.0,9.107359,288.43497
20220609T0500,13.040529,89.0,11.874544,284.03625
20220609T0600,13.110529,85.0,13.039754,276.34018
20220609T0700,14.260529,76.0,14.561099,278.53076
20220609T0800,15.330529,69.0,16.167967,281.56012
20220609T0900,14.560529,68.0,20.532627,272.00955
20220609T1000,15.220529,63.0,22.346113,272.7702
20220609T1100,14.440529,65.0,23.803596,273.46823
20220609T1200,14.610529,62.0,24.251284,275.96448
20220609T1300,17.430529,54.0,22.314192,280.22217
20220609T1400,17.750528,50.0,20.268991,289.7223
20220609T1500,17.54053,51.0,18.899143,287.7447
20220609T1600,17.760529,50.0,15.941944,295.4077
20220609T1700,17.770529,49.0,14.658676,294.67688
20220609T1800,17.87053,48.0,13.32,288.92465
20220609T1900,17.87053,47.0,10.829958,291.44775
20220609T2000,17.39053,48.0,9.178235,281.30994
20220609T2100,16.670528,52.0,8.350138,262.5686
20220609T2200,15.570529,55.0,8.587338,236.97614
20220609T2300,14.190529,59.0,9.178235,205.55997
20220610T0000,12.110529,66.0,9.178235,191.30994
20220610T0100,11.830529,65.0,7.2,180.0
20220610T0200,11.900529,64.0,5.1544156,167.90524
20220610T0300,11.850529,64.0,3.8268526,138.81407
20220610T0400,11.220529,68.0,5.495161,121.6075
20220610T0500,11.230529,69.0,5.3999996,126.869896
20220610T0600,11.970529,68.0,5.315336,118.30075
20220610T0700,14.250529,63.0,7.0911775,113.96249
20220610T0800,17.20053,52.0,7.8954163,136.84761
20220610T0900,18.87053,44.0,9.957108,130.60129
20220610T1000,19.88053,41.0,9.885262,123.11134
20220610T1100,20.89053,39.0,8.699793,114.44395
20220610T1200,21.89053,37.0,8.311245,107.650116
20220610T1300,22.54053,38.0,9.47012,81.25384
20220610T1400,23.29053,37.0,8.654986,73.07248
20220610T1500,23.71053,38.0,7.628263,70.70995
20220610T1600,23.95053,38.0,6.6185193,67.61986
20220610T1700,23.97053,39.0,5.154415,65.224846
20220610T1800,23.760529,41.0,4.1046314,74.74488
20220610T1900,23.260529,42.0,3.96,89.99999
20220610T2000,22.45053,44.0,3.6179552,95.71059
20220610T2100,21.600529,47.0,4.8965297,126.027374
20220610T2200,19.57053,55.0,6.6185193,157.61987
20220610T2300,17.29053,61.0,7.2,180.0
20220611T0000,16.55053,61.0,5.7599998,180.0
20220611T0100,16.23053,63.0,4.0249224,169.69516
20220611T0200,15.690529,66.0,3.671294,168.69006
20220611T0300,15.160529,69.0,4.2136917,160.01689
20220611T0400,14.790529,71.0,5.154415,155.22485
20220611T0500,14.530529,72.0,5.495161,148.3925
20220611T0600,14.820529,73.0,5.0911684,135.0
20220611T0700,17.110529,70.0,9.693296,121.32869
20220611T0800,19.55053,61.0,11.592895,115.76932
20220611T0900,21.63053,54.0,11.298495,112.47943
20220611T1000,23.270529,45.0,10.483357,105.9454
20220611T1100,24.580528,39.0,8.905908,104.03624
20220611T1200,25.690529,35.0,7.69592,100.784294
20220611T1300,26.30053,36.0,6.849467,86.98721
20220611T1400,26.990528,33.0,6.379216,73.61045
20220611T1500,27.46053,32.0,5.0142193,68.96249
20220611T1600,27.62053,32.0,3.8773184,68.19859
20220611T1700,27.510529,33.0,2.968636,75.96376
20220611T1800,27.23053,34.0,3.671294,101.30993
20220611T1900,26.690529,36.0,4.510787,118.61046
20220611T2000,25.660528,42.0,4.8965297,126.027374
20220611T2100,24.520529,49.0,6.8777895,132.8789
20220611T2200,22.020529,60.0,7.653705,138.81407
20220611T2300,20.20053,60.0,6.12,151.9275
20220612T0000,18.98053,58.0,5.154415,155.22485
20220612T0100,18.520529,55.0,4.510787,151.38954
20220612T0200,18.190529,55.0,5.00128,149.74356
20220612T0300,17.660528,59.0,5.1919937,146.30994
20220612T0400,17.23053,62.0,4.6938257,147.52881
20220612T0500,17.22053,59.0,4.829907,153.43495
20220612T0600,17.65053,57.0,4.8433046,138.01279
20220612T0700,19.04053,60.0,7.289444,110.22486
20220612T0800,21.940529,53.0,11.119281,119.054596
20220612T0900,24.47053,46.0,12.57426,113.62937
20220612T1000,26.270529,37.0,12.768586,111.50143
20220612T1100,27.63053,30.0,12.303366,110.556046
20220612T1200,28.70053,29.0,11.27553,106.69924
20220612T1300,29.270529,32.0,4.6938257,57.5288
20220612T1400,30.080528,30.0,4.198285,30.963745
20220612T1500,30.420528,29.0,3.9763298,5.194412
20220612T1600,30.57053,29.0,5.0911684,351.8699
20220612T1700,30.520529,29.0,6.162207,353.29016
20220612T1800,30.07053,30.0,8.4042845,9.865799
20220612T1900,28.920528,35.0,10.483357,15.945404
20220612T2000,27.240528,44.0,10.105681,4.085617
20220612T2100,25.110529,54.0,9.826088,351.57306
20220612T2200,23.62053,57.0,8.209263,344.74487
20220612T2300,22.090528,64.0,3.96,360.0
20220613T0000,20.430529,71.0,6.162207,276.70984
20220613T0100,19.56053,73.0,6.9899354,281.88867
20220613T0200,18.81053,76.0,4.1046314,307.875
20220613T0300,17.750528,81.0,5.937272,284.03625
20220613T0400,17.080528,79.0,7.9036193,300.0686
20220613T0500,16.530529,78.0,7.5685663,295.3462
20220613T0600,17.490528,71.0,7.208994,272.8624
20220613T0700,18.430529,68.0,14.773164,313.0251
20220613T0800,19.350529,61.0,19.296135,323.3439
20220613T0900,20.72053,51.0,16.1198,336.29736
20220613T1000,21.940529,46.0,15.617529,334.02563
20220613T1100,23.55053,41.0,15.141414,331.607
20220613T1200,24.930529,36.0,14.277983,326.30994
20220613T1300,25.07053,36.0,11.019764,321.6325
20220613T1400,25.530529,33.0,10.948973,313.6678
20220613T1500,25.840528,31.0,12.031756,308.92755
20220613T1600,25.87053,29.0,11.592894,323.84183
20220613T1700,25.600529,30.0,11.792404,347.66092
20220613T1800,24.940529,31.0,13.849476,8.972626
20220613T1900,23.920528,33.0,14.264361,10.175507
20220613T2000,22.56053,37.0,12.6462,4.8990936
20220613T2100,20.45053,45.0,9.885262,10.49147
20220613T2200,18.37053,53.0,7.10031,30.465546
20220613T2300,16.73053,58.0,1.9386592,68.19859
20220614T0000,15.590529,61.0,2.6208394,164.0546
20220614T0100,14.830529,63.0,3.6,126.869896
20220614T0200,14.000529,65.0,3.9763298,95.19443
20220614T0300,13.190529,68.0,5.04,89.99999
20220614T0400,12.500529,71.0,5.2416787,105.9454
20220614T0500,12.230529,71.0,5.495161,121.6075
20220614T0600,13.130529,68.0,3.5455887,113.96249
20220614T0700,14.940529,63.0,3.96,89.99999
20220614T0800,18.06053,57.0,9.346143,74.35776
20220614T0900,21.030529,45.0,15.546833,84.68545
20220614T1000,22.360529,43.0,14.618837,80.07375
20220614T1100,23.71053,39.0,12.783802,80.272415
20220614T1200,24.89053,37.0,11.966953,83.08877
20220614T1300,26.190529,38.0,7.072878,75.25644
20220614T1400,27.240528,35.0,9.36,89.99999
20220614T1500,27.80053,34.0,11.609651,97.125015
20220614T1600,27.920528,35.0,13.556282,100.71312
20220614T1700,27.63053,36.0,15.141414,108.00416
20220614T1800,27.190529,37.0,16.1198,113.702644
20220614T1900,26.420528,38.0,15.141414,118.39302
20220614T2000,25.180529,40.0,13.684735,116.56505
20220614T2100,23.110529,48.0,12.24,118.07248
20220614T2200,20.98053,56.0,10.587918,125.31121
20220614T2300,19.420528,58.0,9.504272,127.30394
20220615T0000,18.430529,59.0,10.009036,127.69424
20220615T0100,17.850529,62.0,11.304229,127.23483
20220615T0200,17.73053,63.0,11.885453,125.13419
20220615T0300,17.090528,65.0,11.435313,118.17859
20220615T0400,14.970529,73.0,11.770403,113.42869
20220615T0500,13.630529,78.0,8.427383,109.9831
20220615T0600,14.950529,74.0,5.4833565,113.19859
20220615T0700,18.20053,67.0,8.557102,112.249016
20220615T0800,21.12053,56.0,7.628263,109.29004
20220615T0900,23.72053,49.0,5.2416787,105.9454
20220615T1000,26.000528,44.0,1.1384199,71.56504
20220615T1100,27.670528,40.0,1.609969,333.43497
20220615T1200,29.20053,38.0,2.0991426,329.03625
20220615T1300,31.190529,34.0,4.3498964,294.44397
20220615T1400,31.88053,33.0,5.7599998,270.0
20220615T1500,32.35053,32.0,10.08,270.0
20220615T1600,32.48053,29.0,15.119999,270.0
20220615T1700,32.220528,29.0,14.4,270.0
20220615T1800,31.780529,30.0,13.32,270.0
20220615T1900,31.030529,33.0,10.440001,270.0
20220615T2000,29.63053,39.0,6.830519,288.43497
20220615T2100,28.20053,46.0,2.5959969,213.69006
20220615T2200,26.55053,52.0,7.2359104,174.28941
20220615T2300,25.15053,54.0,6.439876,153.43495
20220616T0000,24.38053,54.0,6.3690495,137.2906
20220616T0100,23.29053,53.0,6.9247384,117.89726
