location,Базель,Базель,Базель,Базель
lat,47.54694,47.54694,47.54694,47.54694
lon,7.56892,7.56892,7.56892,7.56892
asl,283.697,283.697,283.697,283.697
variable,Temperature,Relative Humidity,Wind Speed,Wind Direction
unit,°C,%,km/h,°
level,2 m elevation corrected,2 m,10 m,10 m
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Базель Temperature [2 m elevation corrected],Базель Relative Humidity [2 m],Базель Wind Speed [10 m],Базель Wind Direction [10 m]
20220310T1400,13.870529,36.0,12.864649,107.92791
20220310T1500,14.400529,33.0,15.716793,110.09523
20220310T1600,14.380529,32.0,15.629971,104.67639
20220310T1700,13.920529,33.0,15.256526,109.29004
20220310T1800,12.660529,37.0,11.503113,110.1363
20220310T1900,11.360529,42.0,9.826088,118.442924
20220310T2000,9.530529,48.0,8.404285,136.7357
20220310T2100,8.240529,54.0,7.2,143.1301
20220310T2200,7.1905284,56.0,8.209263,142.12502
20220310T2300,5.6805286,57.0,10.495713,120.96376
20220311T0000,4.9705286,56.0,14.007655,115.90651
20220311T0100,4.1105285,58.0,14.973577,117.18111
20220311T0200,2.6605287,63.0,13.089354,121.50426
20220311T0300,2.1005285,67.0,9.339208,117.55281
20220311T0400,1.2505287,73.0,9.511088,119.47589
20220311T0500,0.99052864,74.0,10.630672,118.30075
20220311T0600,0.66052866,79.0,11.841756,109.53665
20220311T0700,-0.07947134,85.0,12.768586,111.50143
20220311T0800,1.3905287,77.0,14.917212,109.746826
20220311T0900,5.1205287,58.0,17.208603,105.78075
20220311T1000,8.460529,51.0,18.161278,103.76078
20220311T1100,11.400529,47.0,19.483284,106.09081
20220311T1200,13.130529,39.0,20.730501,110.323135
20220311T1300,15.140529,35.0,17.072504,114.9439
20220311T1400,15.360529,33.0,19.881649,121.67546
20220311T1500,15.250529,32.0,17.072504,114.9439
20220311T1600,15.420529,29.0,17.992796,109.88516
20220311T1700,14.790529,29.0,16.73516,108.82471
20220311T1800,13.760529,32.0,14.145756,104.74355
20220311T1900,11.710529,39.0,15.141414,108.00416
20220311T2000,9.650529,48.0,16.595179,114.34109
20220311T2100,8.200529,54.0,15.2947035,116.56505
20220311T2200,6.4505286,62.0,14.33234,115.27772
20220311T2300,6.0305285,63.0,14.81259,115.94229
20220312T0000,5.8005285,60.0,14.33234,115.27772
20220312T0100,5.2605286,60.0,13.527572,115.20112
20220312T0200,4.8205285,60.0,10.630672,118.30075
20220312T0300,4.3905287,62.0,8.534353,117.64597
20220312T0400,4.1705284,61.0,7.754637,111.80141
20220312T0500,3.9905286,59.0,6.9527545,111.2505
20220312T0600,3.7505286,58.0,5.8048253,119.74488
20220312T0700,3.6405284,57.0,6.439876,116.56505
20220312T0800,4.5505285,57.0,6.9527545,111.2505
20220312T0900,6.9505286,58.0,3.8773184,68.19859
20220312T1000,8.440529,67.0,3.8939953,33.690063
20220312T1100,10.030529,60.0,6.9247384,62.102737
20220312T1200,11.660529,36.0,14.973576,99.68878
20220312T1300,13.490529,37.0,19.255793,110.806786
20220312T1400,14.110529,39.0,15.328561,99.46232
20220312T1500,14.290529,41.0,14.264361,100.17551
20220312T1600,14.430529,37.0,12.57426,103.24051
20220312T1700,14.240529,36.0,10.661107,101.68936
20220312T1800,13.660529,37.0,7.771331,103.392494
20220312T1900,13.000529,35.0,7.289444,110.22486
20220312T2000,12.070529,38.0,8.427383,109.9831
20220312T2100,9.960529,49.0,10.24578,108.434944
20220312T2200,8.030529,58.0,10.829958,111.44774
20220312T2300,7.2205286,62.0,6.379216,106.38954
20220313T0000,6.2505283,65.0,7.9932976,97.76516
20220313T0100,6.1205287,61.0,8.825508,101.76829
20220313T0200,5.8105288,62.0,10.365251,110.323135
20220313T0300,5.4905286,63.0,10.24578,108.434944
20220313T0400,4.7105284,64.0,11.013882,101.30993
20220313T0500,4.2505283,65.0,10.829959,105.42216
20220313T0600,4.1505284,65.0,11.440979,114.14554
20220313T0700,4.7405286,58.0,12.57426,113.62937
20220313T0800,6.290529,49.0,14.24163,110.725555
20220313T0900,8.390529,42.0,17.25373,113.35556
20220313T1000,10.240529,38.0,16.645864,111.571304
20220313T1100,11.8005295,33.0,18.511143,103.49573
20220313T1200,13.480529,33.0,18.388212,113.05129
20220313T1300,14.380529,39.0,15.484185,107.59242
20220313T1400,15.210529,35.0,16.516901,106.460014
20220313T1500,15.530529,32.0,15.5843,96.632515
20220313T1600,15.860529,30.0,15.226764,96.78896
20220313T1700,15.830529,31.0,15.188415,95.44032
20220313T1800,15.170529,35.0,14.764389,91.39717
20220313T1900,13.5505295,42.0,14.05845,103.324524
20220313T2000,11.410529,52.0,11.792404,121.26373
20220313T2100,11.140529,54.0,2.16,270.0
20220313T2200,10.580529,65.0,14.081477,327.5288
20220313T2300,9.920529,78.0,13.207634,287.4472
20220314T0000,9.490529,79.0,6.9527545,291.2505
20220314T0100,9.590529,75.0,2.16,270.0
20220314T0200,9.680529,61.0,7.928177,219.47246
20220314T0300,8.270529,65.0,10.1376915,263.8845
20220314T0400,7.5005283,69.0,6.87779,276.009
20220314T0500,6.8305287,73.0,6.162207,263.29016
20220314T0600,6.290529,73.0,4.1046314,195.25513
20220314T0700,5.6505284,74.0,6.8777895,132.8789
20220314T0800,5.9005284,76.0,6.519877,96.34019
20220314T0900,7.8505287,71.0,8.647496,87.61405
20220314T1000,9.470529,65.0,9.36,89.99999
20220314T1100,11.210529,58.0,9.028754,85.42608
20220314T1200,12.910529,53.0,9.028754,66.501434
20220314T1300,12.5505295,49.0,2.968636,75.96376
20220314T1400,13.620529,44.0,5.4119864,86.18592
20220314T1500,14.490529,37.0,8.473393,77.73522
20220314T1600,14.970529,33.0,10.931203,72.75854
20220314T1700,14.970529,31.0,10.661107,78.31063
20220314T1800,14.500529,37.0,8.825508,101.76829
20220314T1900,13.450529,46.0,9.0,89.99999
20220314T2000,12.040529,51.0,7.5170207,73.30075
20220314T2100,10.750529,56.0,5.5887027,75.06858
20220314T2200,9.810529,60.0,3.5455887,156.0375
20220314T2300,9.600529,60.0,3.319036,192.52881
20220315T0000,9.810529,58.0,2.7416782,203.1986
20220315T0100,10.0505295,56.0,5.4477882,172.40535
20220315T0200,9.490529,58.0,4.3349743,131.63353
20220315T0300,8.8005295,61.0,3.8268526,131.18591
20220315T0400,8.540529,63.0,5.1919937,123.69006
20220315T0500,9.080529,60.0,4.32,180.0
20220315T0600,7.7805285,76.0,6.6087217,209.35776
20220315T0700,7.1905284,88.0,5.937272,104.03624
20220315T0800,7.290529,89.0,13.75558,83.99099
20220315T0900,9.370529,80.0,14.830076,95.5722
20220315T1000,11.790529,72.0,21.120682,119.62375
20220315T1100,12.990529,66.0,22.476227,121.908104
20220315T1200,13.980529,64.0,20.674156,125.07376
20220315T1300,17.63053,47.0,13.207634,197.44719
20220315T1400,18.250528,50.0,10.464798,266.0548
20220315T1500,18.530529,51.0,11.269782,296.56506
20220315T1600,18.490528,52.0,7.7879906,303.69006
20220315T1700,18.430529,53.0,4.1046314,307.875
20220315T1800,17.740528,56.0,4.3349743,94.76365
20220315T1900,17.13053,57.0,7.5942073,95.44032
20220315T2000,16.37053,60.0,7.5685663,115.34617
20220315T2100,15.370529,61.0,6.8777895,137.1211
20220315T2200,14.240529,60.0,6.9153743,128.6598
20220315T2300,13.370529,60.0,6.763786,115.20112
20220316T0000,12.770529,61.0,6.9899354,101.88866
20220316T0100,12.080529,63.0,5.7599998,89.99999
20220316T0200,11.560529,64.0,5.1544156,77.905235
20220316T0300,11.210529,67.0,6.151683,69.443954
20220316T0400,10.480529,71.0,5.771239,86.42367
20220316T0500,9.630529,70.0,6.0347,107.35402
20220316T0600,9.120529,66.0,6.989936,124.508514
20220316T0700,8.840529,63.0,7.5685663,115.34617
20220316T0800,8.720529,62.0,8.049845,116.56505
20220316T0900,10.870529,63.0,12.864649,107.92791
20220316T1000,13.8005295,58.0,14.84318,104.03624
20220316T1100,16.280529,50.0,14.332341,101.59217
20220316T1200,18.06053,43.0,10.805999,91.90914
20220316T1300,18.40053,48.0,17.114204,104.620865
20220316T1400,19.280529,45.0,17.902534,105.15406
20220316T1500,19.840528,43.0,16.965895,107.281494
20220316T1600,20.000528,42.0,15.893093,103.09189
20220316T1700,19.63053,44.0,14.264361,100.17551
20220316T1800,18.48053,51.0,11.090103,103.13402
20220316T1900,16.610529,56.0,11.503113,110.1363
20220316T2000,14.320529,66.0,10.464797,116.56505
20220316T2100,12.720529,72.0,8.78872,124.99202
20220316T2200,11.390529,76.0,10.009036,127.69424
20220316T2300,11.540529,76.0,12.904882,120.14138
20220317T0000,10.790529,78.0,12.768586,130.42607
20220317T0100,10.040529,80.0,13.004922,131.63353
20220317T0200,10.120529,77.0,12.475961,136.16913
20220317T0300,10.080529,76.0,11.709688,135.0
20220317T0400,10.030529,74.0,9.885262,123.11134
20220317T0500,8.260529,80.0,8.557102,112.249016
20220317T0600,7.2105284,84.0,7.968939,108.434944
20220317T0700,7.2205286,83.0,7.5685663,115.34617
20220317T0800,8.500529,78.0,5.8048253,119.74488
20220317T0900,10.910529,71.0,6.28713,103.24051
20220317T1000,13.290529,64.0,6.2145634,100.00798
20220317T1100,15.3005295,57.0,3.8268526,48.81407
20220317T1200,16.680529,53.0,6.8399997,360.0
20220317T1300,17.340528,54.0,20.774214,351.02737
20220317T1400,17.48053,56.0,25.919998,360.0
20220317T1500,17.180529,58.0,29.69727,6.263489
20220317T1600,15.820529,61.0,29.122198,8.530762
20220317T1700,14.100529,65.0,30.735231,5.3766937
20220317T1800,12.210529,68.0,30.703587,4.70784
20220317T1900,10.960529,72.0,28.44,360.0
20220317T2000,10.250529,74.0,25.56,360.0
20220317T2100,9.780529,77.0,22.3229,0.92404175
20220317T2200,9.450529,81.0,18.733839,2.202591
20220317T2300,9.130529,83.0,16.199999,360.0
20220318T0000,8.500529,85.0,18.733839,357.79742
20220318T0100,7.790529,84.0,19.917469,353.77417
20220318T0200,6.7705283,83.0,19.652176,351.57306
20220318T0300,6.2805285,82.0,19.416653,349.31512
20220318T0400,5.8505287,83.0,18.0036,348.4654
20220318T0500,5.5605288,83.0,15.978486,345.6507
20220318T0600,5.2305284,84.0,14.578888,339.77515
20220318T0700,5.2305284,83.0,12.758432,343.61047
20220318T0800,6.0705285,80.0,12.313893,344.74487
20220318T0900,6.6805286,77.0,13.358861,345.96375
20220318T1000,8.750529,70.0,11.440978,347.27567
20220318T1100,11.760529,62.0,8.427383,19.983109
20220318T1200,14.790529,49.0,20.61766,65.224846
20220318T1300,14.830529,45.0,23.990698,64.20397
20220318T1400,16.330528,38.0,27.009598,68.90766
20220318T1500,16.260529,36.0,27.852928,75.78415
20220318T1600,16.13053,38.0,29.795301,78.14699
20220318T1700,15.640529,38.0,29.168886,77.16438
20220318T1800,14.810529,37.0,26.654589,73.52312
20220318T1900,13.570529,36.0,23.795427,72.38743
20220318T2000,12.490529,38.0,24.590923,72.09556
20220318T2100,11.700529,41.0,23.806318,69.64676
20220318T2200,11.110529,41.0,23.491207,74.898895
20220318T2300,10.450529,41.0,25.277023,79.33021
20220319T0000,9.870529,42.0,23.863409,78.69006
20220319T0100,9.250529,43.0,20.969805,78.11134
20220319T0200,8.700529,44.0,17.298738,77.98852
20220319T0300,8.260529,44.0,13.009903,75.57923
20220319T0400,7.8405285,44.0,8.225035,66.8014
20220319T0500,6.4805284,52.0,4.6102495,38.659805
20220319T0600,3.6505284,78.0,5.315336,331.69925
20220319T0700,2.0405285,93.0,6.439876,296.56506
20220319T0800,2.5905285,91.0,4.6800003,292.61987
20220319T0900,5.2505283,70.0,2.5959969,33.690063
20220319T1000,9.0505295,50.0,8.714677,51.70984
20220319T1100,12.010529,38.0,12.7279215,61.2602
20220319T1200,13.590529,31.0,16.516901,73.53998
20220319T1300,14.210529,30.0,18.844202,83.41805
20220319T1400,14.850529,30.0,19.493261,85.7636
20220319T1500,15.130529,30.0,19.164719,84.61069
20220319T1600,15.140529,29.0,18.448023,84.40066
20220319T1700,14.5505295,31.0,18.359999,89.99999
20220319T1800,13.510529,34.0,16.215992,92.5448
20220319T1900,11.770529,40.0,14.044615,91.468796
20220319T2000,10.020529,44.0,12.682018,83.480194
20220319T2100,8.490529,48.0,9.36,89.99999
20220319T2200,6.5805287,58.0,6.618519,135.0
20220319T2300,5.2405286,62.0,5.4833565,156.8014
20220320T0000,4.9005284,63.0,2.4149535,153.43495
20220320T0100,5.2705283,62.0,1.9386592,68.19859
20220320T0200,5.5105286,61.0,5.8603754,100.61965
20220320T0300,6.4005284,54.0,12.0694,107.35402
20220320T0400,6.4105287,58.0,14.77755,124.077194
20220320T0500,6.8605285,68.0,14.255272,135.0
20220320T0600,7.0305285,74.0,10.1887,147.99461
20220320T0700,7.4105287,75.0,9.793059,126.027374
20220320T0800,8.570529,62.0,8.557102,157.75098
20220320T0900,9.780529,53.0,8.534353,152.35402
20220320T1000,12.500529,39.0,12.620554,176.7295
20220320T1100,14.100529,34.0,17.654688,200.28256
20220320T1200,15.480529,31.0,13.53236,208.61046
20220320T1300,14.270529,49.0,8.373386,115.46334
20220320T1400,15.390529,44.0,9.028754,85.42608
20220320T1500,16.340528,41.0,12.324414,83.29016
20220320T1600,17.240528,35.0,12.88981,125.90971
20220320T1700,16.750528,29.0,16.485485,148.3925
20220320T1800,15.620529,28.0,11.212135,137.60255
20220320T1900,13.900529,32.0,10.1887,147.99461
20220320T2000,11.190529,40.0,9.028754,156.50143
20220320T2100,8.890529,48.0,9.028754,156.50143
20220320T2200,7.790529,46.0,8.404285,136.7357
20220320T2300,6.9405284,47.0,8.854829,116.56505
20220321T0000,5.7505283,48.0,10.144082,117.474434
20220321T0100,5.0005283,49.0,9.504273,114.623566
20220321T0200,3.9805286,51.0,9.178235,115.55997
20220321T0300,3.6305285,51.0,9.19939,120.57922
20220321T0400,3.9505286,49.0,9.659814,116.56505
20220321T0500,3.9005284,48.0,10.315115,119.248825
20220321T0600,4.1705284,47.0,10.086427,124.82449
20220321T0700,5.040529,45.0,7.928177,129.47246
20220321T0800,6.2305284,47.0,5.3999996,126.869896
20220321T0900,8.5505295,48.0,3.6,143.1301
20220321T1000,10.990529,41.0,5.4477882,277.59464
20220321T1100,12.660529,40.0,3.396233,302.00537
20220321T1200,13.820529,37.0,1.0182338,44.999985
20220321T1300,15.400529,41.0,4.6102495,51.34018
20220321T1400,16.420528,40.0,6.193674,54.46232
20220321T1500,17.170528,36.0,9.255571,76.504265
20220321T1600,17.410528,30.0,12.245294,88.315315
20220321T1700,17.04053,29.0,14.440443,94.28915
20220321T1800,16.110529,32.0,12.371645,98.36588
20220321T1900,14.470529,36.0,11.013882,101.30993
20220321T2000,12.110529,44.0,9.83268,113.7495
20220321T2100,10.270529,50.0,8.404285,133.26428
20220321T2200,9.230529,50.0,9.585739,124.28687
20220321T2300,8.090529,54.0,10.587918,125.31121
20220322T0000,8.120529,39.0,10.948973,133.66777
20220322T0100,7.5505285,33.0,9.693296,148.67131
20220322T0200,7.4105287,33.0,6.12,151.9275
20220322T0300,5.8505287,46.0,2.8116899,129.80557
20220322T0400,4.7605286,52.0,3.0547013,135.0
20220322T0500,4.6205287,53.0,2.8799999,180.0
20220322T0600,5.0805287,51.0,4.829907,153.43495
20220322T0700,5.9705286,49.0,6.1305785,139.76364
20220322T0800,6.6905284,50.0,5.6233797,129.80557
20220322T0900,8.660529,49.0,4.452954,255.96376
20220322T1000,10.840529,41.0,11.966953,276.91122
20220322T1100,12.340529,39.0,11.525623,271.78992
20220322T1200,13.700529,37.0,9.746631,274.2364
20220322T1300,15.320529,40.0,7.8954163,294.22775
20220322T1400,16.000528,38.0,4.39436,304.99203
20220322T1500,16.350529,37.0,1.2979984,326.30994
20220322T1600,16.490528,36.0,2.0991426,59.036232
20220322T1700,16.280529,37.0,3.7585104,73.30075
20220322T1800,15.640529,40.0,3.8773184,68.19859
20220322T1900,15.010529,41.0,3.396233,32.005356
20220322T2000,14.090529,45.0,3.6,53.130096
20220322T2100,12.670529,49.0,5.0142193,111.03751
20220322T2200,10.950529,55.0,6.193674,125.537674
20220322T2300,10.040529,57.0,5.1919937,123.69006
20220323T0000,9.410529,58.0,5.4833565,113.19859
20220323T0100,8.590529,61.0,5.495161,121.6075
20220323T0200,7.9505286,64.0,5.0911684,135.0
20220323T0300,7.3305287,65.0,4.8965297,143.97263
20220323T0400,6.8105288,64.0,4.8433046,138.01279
20220323T0500,6.4405284,62.0,5.6233797,140.19443
20220323T0600,6.290529,62.0,5.3999996,126.869896
20220323T0700,5.6305285,65.0,3.563818,135.0
20220323T0800,5.6705284,65.0,1.2979984,123.69006
20220323T0900,8.030529,56.0,1.9386592,291.8014
20220323T1000,10.440529,50.0,2.5455842,315.0
20220323T1100,12.160529,44.0,1.1384199,18.434952
20220323T1200,13.480529,38.0,1.9386592,68.19859
20220323T1300,15.3005295,42.0,3.319036,40.601288
20220323T1400,16.420528,40.0,4.6102495,38.659805
20220323T1500,17.20053,38.0,4.6102495,51.34018
20220323T1600,17.72053,33.0,4.8965297,53.97262
20220323T1700,17.71053,29.0,4.5820518,44.999985
20220323T1800,16.930529,35.0,5.3999996,360.0
20220323T1900,15.850529,49.0,6.379216,343.61047
20220323T2000,14.540529,58.0,4.802999,347.00537
20220323T2100,13.600529,59.0,1.8,306.8699
20220323T2200,12.590529,60.0,2.5959969,213.69006
20220323T2300,11.750529,60.0,3.6179552,185.71059
20220324T0000,10.850529,59.0,4.5536795,161.56505
20220324T0100,9.860529,62.0,4.3498964,155.55605
20220324T0200,9.420529,68.0,5.154415,155.22485
20220324T0300,9.100529,72.0,5.315336,151.69923
20220324T0400,8.530529,75.0,5.1919937,146.30994
20220324T0500,7.8705287,78.0,4.8433046,138.01279
20220324T0600,7.3305287,80.0,4.6102495,141.34018
20220324T0700,7.0605288,80.0,4.8433046,131.98721
20220324T0800,7.5605288,76.0,3.4152596,108.434944
20220324T0900,9.530529,65.0,4.896529,107.10272
20220324T1000,12.130529,51.0,5.0911684,98.1301
20220324T1100,14.560529,43.0,4.510787,61.38954
20220324T1200,16.350529,40.0,4.829907,26.565033
20220324T1300,17.100529,43.0,7.5942073,354.5597
20220324T1400,17.98053,44.0,8.4042845,350.13422
20220324T1500,18.55053,42.0,7.9932976,352.23483
20220324T1600,18.81053,39.0,8.28,360.0
20220324T1700,18.63053,39.0,8.28,360.0
20220324T1800,17.920528,42.0,7.5685663,357.2737
20220324T1900,16.600529,46.0,9.531505,349.11447
20220324T2000,14.200529,50.0,9.726665,357.8789
20220324T2100,12.230529,57.0,5.0528407,355.91437
20220324T2200,11.330529,60.0,1.835647,101.30993
20220324T2300,11.130529,57.0,2.1897945,170.53767
20220325T0000,10.540529,57.0,1.8,126.869896
20220325T0100,10.020529,58.0,2.16,89.99999
20220325T0200,8.820529,62.0,3.4152596,71.56504
20220325T0300,7.2805285,67.0,3.7064266,60.945396
20220325T0400,6.5005283,70.0,2.6208394,74.054596
20220325T0500,6.4305286,71.0,2.9024127,172.87498
20220325T0600,6.6705284,71.0,3.6179552,174.28941
20220325T0700,7.0505285,71.0,3.396233,147.99461
20220325T0800,7.8805285,69.0,1.2979984,123.69006
20220325T0900,9.780529,63.0,1.1384199,108.434944
20220325T1000,12.020529,55.0,1.609969,26.565033
20220325T1100,14.190529,47.0,5.5887027,345.0686
20220325T1200,15.920529,43.0,8.209263,344.74487
20220325T1300,16.850529,46.0,9.422101,353.41806
20220325T1400,18.22053,43.0,10.805999,358.09085
20220325T1500,18.750528,38.0,7.5170207,16.69925
20220325T1600,18.82053,37.0,6.830519,18.434952
20220325T1700,18.70053,35.0,7.5170207,16.69925
20220325T1800,18.12053,36.0,8.905908,14.03624
20220325T1900,15.890529,45.0,9.531505,10.885529
20220325T2000,13.200529,55.0,7.145796,40.914368
20220325T2100,11.640529,59.0,6.519877,83.65981
20220325T2200,11.240529,58.0,5.1919937,123.69006
20220325T2300,10.890529,57.0,2.2768397,161.56505
20220326T0000,10.060529,60.0,1.1384199,251.56506
20220326T0100,9.140529,64.0,3.2599385,276.34018
20220326T0200,8.570529,66.0,3.9763298,275.19443
20220326T0300,7.5805287,68.0,4.1046314,285.25513
20220326T0400,6.540529,70.0,3.9763298,275.19443
20220326T0500,5.9705286,69.0,3.96,270.0
20220326T0600,5.4405284,69.0,3.9763298,264.80557
20220326T0700,5.1105285,72.0,3.9763298,275.19443
20220326T0800,5.9705286,73.0,5.315336,298.30078
20220326T0900,7.5205283,69.0,3.8939953,326.30994
20220326T1000,9.120529,64.0,4.802999,347.00537
20220326T1100,10.750529,60.0,5.8048253,352.875
20220326T1200,13.720529,52.0,5.6002855,44.999985
20220326T1300,15.160529,49.0,5.0142193,338.9625
20220326T1400,17.57053,44.0,6.12,89.99999
20220326T1500,19.990528,28.0,17.106628,98.471146
20220326T1600,19.940529,32.0,20.172853,92.0454
20220326T1700,19.48053,34.0,19.803272,91.04162
20220326T1800,18.690529,36.0,15.496736,92.662994
20220326T1900,16.82053,41.0,14.113653,84.143974
20220326T2000,14.160529,49.0,11.183201,86.30861
20220326T2100,11.630529,62.0,7.24486,116.56505
20220326T2200,10.210529,67.0,4.510787,151.38954
20220326T2300,9.150529,68.0,3.2599385,186.3402
20220327T0000,8.0505295,66.0,3.6,216.8699
20220327T0100,7.3205285,65.0,5.00128,239.74356
20220327T0200,7.2605286,61.0,5.315336,241.69925
20220327T0300,7.0305285,60.0,4.6102495,231.3402
20220327T0400,6.5205283,59.0,4.6938257,212.47119
20220327T0500,6.0105286,59.0,4.32,180.0
20220327T0600,5.4805284,61.0,6.1305785,130.23636
20220327T0700,4.6505284,65.0,6.763786,115.20112
20220327T0800,6.0305285,63.0,6.9899354,101.88866
20220327T0900,9.590529,53.0,11.212135,95.52754
20220327T1000,12.820529,43.0,12.599999,89.99999
20220327T1100,15.030529,36.0,10.239453,79.87532
20220327T1200,16.90053,30.0,8.534353,62.354027
20220327T1300,17.47053,32.0,7.7879906,56.30993
20220327T1400,18.440529,29.0,5.1165614,39.2894
20220327T1500,19.010529,29.0,5.0142193,21.037506
20220327T1600,19.21053,29.0,3.4152596,18.434952
20220327T1700,19.14053,30.0,4.3349743,4.7636414
20220327T1800,18.510529,32.0,4.0249224,349.69516
20220327T1900,17.39053,38.0,4.452954,345.96375
20220327T2000,16.250528,44.0,2.2768397,18.434952
20220327T2100,15.250529,45.0,4.072935,135.0
20220327T2200,13.920529,46.0,5.315336,151.69923
20220327T2300,12.520529,48.0,4.198285,149.03624
20220328T0000,11.530529,50.0,5.1165614,140.71059
20220328T0100,11.040529,55.0,5.8603754,137.48955
20220328T0200,10.600529,56.0,5.904439,127.56859
20220328T0300,9.870529,56.0,6.439876,116.56505
20220328T0400,8.160529,59.0,6.379216,106.38954
20220328T0500,6.9105287,55.0,5.2416787,105.9454
20220328T0600,6.8005285,43.0,5.154415,114.77514
20220328T0700,7.4105287,35.0,4.6938257,122.47119
20220328T0800,8.500529,37.0,5.4833565,113.19859
20220328T0900,10.980529,42.0,5.2416787,105.9454
20220328T1000,13.530529,34.0,2.2768397,108.434944
20220328T1100,16.13053,35.0,2.2768397,288.43497
20220328T1200,18.81053,34.0,5.95906,295.0169
20220328T1300,19.64053,38.0,4.6938252,274.3987
20220328T1400,20.760529,30.0,6.5693827,279.46234
20220328T1500,21.010529,28.0,7.342588,281.30994
20220328T1600,21.000528,29.0,8.049845,280.30487
20220328T1700,20.57053,31.0,8.699793,294.44397
20220328T1800,19.80053,34.0,7.491114,305.2176
20220328T1900,18.670528,37.0,6.1305785,319.76367
20220328T2000,17.81053,39.0,2.1897945,350.5377
20220328T2100,16.860529,42.0,4.198285,120.96376
20220328T2200,15.720529,46.0,6.8777895,137.1211
20220328T2300,15.420529,49.0,5.692099,145.30484
20220329T0000,14.610529,52.0,5.495161,148.3925
20220329T0100,13.850529,52.0,5.1919937,146.30994
20220329T0200,13.170529,51.0,6.297428,120.963745
20220329T0300,12.350529,52.0,6.28713,113.62937
20220329T0400,11.590529,51.0,4.6800003,112.61986
20220329T0500,11.120529,49.0,6.489992,109.44003
20220329T0600,10.910529,48.0,7.8954163,114.22774
20220329T0700,11.120529,48.0,9.227524,110.556046
20220329T0800,11.440529,52.0,6.924738,98.97262
20220329T0900,13.870529,46.0,9.779817,96.34019
20220329T1000,16.280529,42.0,10.829958,111.44774
20220329T1100,18.270529,34.0,6.638072,192.52881
20220329T1200,19.410528,21.0,22.473343,234.78241
20220329T1300,18.32053,36.0,5.0528407,4.085617
20220329T1400,18.660528,35.0,6.1305785,319.76367
20220329T1500,19.170528,33.0,4.3349743,311.63354
20220329T1600,19.63053,28.0,7.0911775,293.9625
20220329T1700,18.95053,29.0,14.934577,254.62375
20220329T1800,18.45053,31.0,15.379206,237.42595
20220329T1900,17.23053,34.0,13.608762,232.52382
20220329T2000,16.410528,35.0,9.931042,226.46881
20220329T2100,15.630529,36.0,8.049845,243.43495
20220329T2200,15.340529,37.0,4.6102495,218.65982
20220329T2300,14.320529,41.0,11.709688,225.0
20220330T0000,14.130529,47.0,6.297428,210.96376
20220330T0100,13.870529,48.0,1.08,270.0
20220330T0200,12.450529,59.0,6.5693827,350.5377
20220330T0300,11.150529,78.0,5.154415,24.775131
20220330T0400,10.970529,80.0,5.0528407,94.08562
20220330T0500,11.470529,68.0,4.39436,214.99202
20220330T0600,11.510529,56.0,9.565437,250.20113
20220330T0700,10.670529,74.0,16.58346,242.8787
20220330T0800,11.920529,71.0,15.978486,255.65067
20220330T0900,12.720529,69.0,21.841648,261.46924
20220330T1000,12.750529,67.0,19.803272,268.95837
20220330T1100,13.070529,65.0,18.175545,277.9696
20220330T1200,13.870529,60.0,17.462784,278.29715
20220330T1300,13.270529,63.0,16.343367,277.59464
20220330T1400,13.730529,61.0,17.373497,275.94687
20220330T1500,13.990529,60.0,16.87398,281.0702
20220330T1600,13.750529,61.0,17.651016,281.7683
20220330T1700,13.010529,65.0,17.114204,284.62088
20220330T1800,12.780529,64.0,16.179987,302.27563
20220330T1900,11.450529,71.0,7.145796,319.08563
20220330T2000,11.020529,78.0,4.379589,260.5377
20220330T2100,10.370529,80.0,10.390226,255.96376
20220330T2200,9.970529,80.0,8.699793,245.55606
20220330T2300,10.230529,81.0,6.130579,266.63354
20220331T0000,9.950529,85.0,5.4833565,293.1986
20220331T0100,9.410529,89.0,4.8965297,323.97263
20220331T0200,8.810529,92.0,5.8048253,330.25513
20220331T0300,8.280529,93.0,6.9153743,321.3402
20220331T0400,7.7505283,93.0,7.145796,319.08563
20220331T0500,7.3405285,93.0,5.8603754,312.51044
20220331T0600,7.1805286,93.0,4.510787,298.61047
20220331T0700,7.4605284,92.0,4.2136917,289.98312
20220331T0800,8.060529,89.0,5.3517847,312.27368
20220331T0900,7.9605284,91.0,9.673221,315.0
20220331T1000,7.6105285,92.0,9.290511,324.46234
20220331T1100,9.570529,82.0,5.1544156,12.094757
20220331T1200,10.640529,74.0,1.1384199,198.43495
20220331T1300,11.870529,60.0,15.5843,276.6325
20220331T1400,12.500529,58.0,18.486622,276.70984
20220331T1500,12.0505295,61.0,20.008356,278.2759
20220331T1600,11.630529,60.0,19.770523,280.4915
20220331T1700,11.160529,61.0,20.478907,280.1247
20220331T1800,10.360529,67.0,18.998314,279.8193
20220331T1900,9.230529,79.0,13.556282,280.71313
20220331T2000,8.750529,85.0,11.435313,331.8214
20220331T2100,8.230529,89.0,11.480557,311.1859
20220331T2200,8.000528,83.0,15.496736,300.73547
20220331T2300,7.4005284,81.0,15.986593,305.83765
20220401T0000,6.7505283,83.0,12.287555,301.82745
20220401T0100,6.3405285,83.0,12.496718,311.49646
20220401T0200,5.6405287,84.0,11.983188,302.73523
20220401T0300,4.2205286,84.0,13.779114,289.85522
